,id,country,province,winery,variety,points,description
169115,138214,US,California,Kessler-Haak,Riesling,85,typical gasoline bolstered beeswax orange blossom water steely minerality palate flat lime pith lemon juice petrol element
73659,92758,US,Oregon,Treos,Pinot Noir,88,clearly aimed consumers seek maximum power aggressive dark spectrum though alcohol substantial roasted dark fruits covered brawnier coffee grounds chocolate graphite granular carry heat
187914,207013,Chile,Colchagua Valley,Viña Bisquertt,Red Blend,88,stalky smelling rustic aromas roasted berry leather tobacco eucalyptus full mouth smacking firm acids create profile roasted herbal berry plum bitter chocolate espresso control peppery blend cabernet sauvignon carmenère syrah
118354,187453,US,California,Testarossa,Pinot Noir,93,beautiful pinot noir lilting refined utterly delicious testarossa stumbled otherwise track record great marvelous cherry licorice smoky captured rewarding texture silk satin
38832,57931,US,California,Ridge,Bordeaux-style Red Blend,90,mainly cabernet sauvignon balance merlot delicious drinking succulent berries cherries currants dark chocolate cedar soft refined monte bello history extreme ageworthiness might cellar extended period
186614,205713,US,New York,Hazlitt 1852 Vineyards,Riesling,86,veritable bouquet lilacs white blossoms hazlitt standard riesling charmingly feminine abundance sunny peach quince preserve punctuated musky whiffs bergamot briskly acidic backbone finishes starts lovely violet scented
13311,263311,US,California,Ladera,Cabernet Sauvignon,86,elements great mountain dense gorgeously blackberry cassis enriched flashy sweaty funk putting makes wonder
182574,201673,US,California,JC Cellars,Syrah,84,soft heavy sweet tastes cherry medicinal side high alcohol almost charry really help
32519,51618,France,Loire Valley,Domaine Roux,Sauvignon Blanc,88,albin roux estate generous packed apricot pear fruits steely edge texture giving final bite opulent
74198,93297,France,Loire Valley,Joseph Mellot,Sauvignon Blanc,86,creamy herbaceousness yellow fruits layering citrus tangy texture fruity full lively ready screwcap
53524,72623,US,California,Chalk Hill,Cabernet Sauvignon,90,solid elegant standard bearer offers round plummy aromas cocoa tobacco accents clean bright defined lush balanced palate finishes dark juicy fine improve three five
187504,206603,Italy,Tuscany,Campo al Mare,Red Blend,89,baia vento windy mostly merlot based tiny percentages cabernet franc petit verdot chewy core aromas include sweet cherry jammy blackberry cured meat
265324,34423,Italy,Sicily & Sardinia,Hauner,Red Blend,89,plum underbrush carob aromas lead blend nero avola sangiovese corinto firm palate delivers blackberry pepper clove framework chewy
141596,110695,US,Oregon,Foris,Chardonnay,90,directly appealing apple toast melon fresh feel medium bodied sense balance throughout lingering
265600,34699,US,California,Testarossa,Pinot Noir,92,comprised solely richer clone bottling talley family iconic vineyard offers juicy blackberry chipped slate fennel frond cola smashed raspberry strawberry boysenberry front loaded palate comes underlying rush thyme anise
201587,220686,Germany,Mosel-Saar-Ruwer,Mönchhof,Riesling,89,soft sweetly medium bodied riesling features touches peach adding richness apple citrus petrol lime join now–
63547,82646,Austria,Niederösterreich,Emmerich Knoll,Riesling,91,weighty pfaffenberg vineyard krems spice perfumed white fruits sense structure concentration feels warm peach white likely develop
136769,105868,US,California,Talbott,Chardonnay,92,cold climate vineyard source powerful chardonnays california shows massive tropical mango guava nectarine apricot pineapple vineyard effortlessly delivers almost saved crisp
177289,146388,Austria,Südsteiermark,Adolf & Heinrich Fuchs,Chardonnay,84,creamy vanilla aromas plums peaches styria chardonnay known confusingly morillon imported austrian specialty company
277247,46346,US,California,Halleck,Pinot Noir,88,sanguine velvety richly derived made clone pinot noir tannic cherry cinnamon lean length
15975,265975,France,Rhône Valley,J.L. Chave,Syrah,94,notch effort difficult vintage chave hermitage complete complex balanced spice meat aromas swirl together power elegance acids touch crisp vintage speaking
17433,267433,US,California,Falcone,Syrah,90,shows better side paso syrah white pepper sweet leather cherry blackberry raspberry soft structure long persistent
55988,75087,US,California,Moniker,Pinot Noir,89,peppery forest floor aromas taste bold concentrated firm texture wraps around palate supports cherry cardamom beautifully
112086,181185,US,New York,Glenora,Riesling,88,glenora riesling intensely fruity loads juicy white peach melon impeccably crisp palate pure pristine soft minerality lingers start
238169,7268,US,California,Poseidon,Pinot Noir,89,balanced lively delicious medium bodied pulls together spicy raspberry aromas compelling bright smacking texture fine grained
40380,59479,US,Washington,Martinez & Martinez,Cabernet Sauvignon,84,volatiles quite amped makes struggle tart cherry
191650,210749,US,California,Clos du Val,Chardonnay,84,heavy sweet apricot tangerine buttercream caramel sound everyday chardonnay drinking production cases
199730,218829,US,Oregon,Folin Cellars,Syrah,88,light pleasant balanced syrah shows earth herb saline cherry chocolate subdued high washington syrah lighten up—those value elegance complexity
34331,53430,South Africa,Coastal Region,Spier,Bordeaux-style Red Blend,90,bordeaux style blend includes five classic bordeaux varieties opens herbal aromas forest berry currant leaf tobacco grounded fruity tones blackberry cassis palate concentrated dense full firm texture plum skin cherry leather bittersweet chocolate anise carry long
168731,137830,US,California,Still Waters,Syrah,88,powerful pleasant cinnamon aromas dominate somewhat dimensional nose—from candies peppermint stick palate expands cola blackberry pepper decent grip
33297,52396,Chile,Colchagua Valley,Santa Helena,Cabernet Sauvignon,87,generic overall simple like clean aromas structure snappy palate driven cherry raspberry plum lasting lively modicum complexity
138207,107306,US,California,Wente,Sauvignon Blanc,90,flinty mineral like aromas lend complex personality compelling medium bodied palate crisp citrus driven inviting another begging fresh shucked oysters
139640,108739,US,Washington,Owen Roe,Cabernet Sauvignon,89,cherry raisin prune deep quite tart plenty penetrates palate consistent pastry impression wrapped dark chocolate question—how already aging curve
180357,149456,US,Oregon,Ken Wright,Pinot Noir,88,aromas cinnamon spice decorate leading whose mouthfeel suggests pétillance light juicy raspberry pleasant fresh density pinots wright
22391,272391,France,Bordeaux,Château Grand Destieu,Bordeaux-style Red Blend,87,barrel sample modern style blackly fruity polished spice herbs surprisingly advanced tobacco chocolate
172588,141687,Italy,Southern Italy,Leone de Castris,Red Blend,87,maiana negroamaro based malvasia nera shows extremely tones blackberry maraschino smooth soft
218567,237666,US,California,Expression 38,Chardonnay,91,modern style coastal chardonnay brimming starring major league pineapple tangerine asian pear buttered toast honey vanilla flamboyant calls shellfish dish cream sauce
7236,257236,US,California,Patianna,Chardonnay,87,fruity chardonnay bright mouthwatering made yeasty accenting pineapples asian pears green apples honeysuckle cinnamon vanilla
206955,226054,US,California,Joullian,Chardonnay,85,crisp apricots pineapples pears accented smoky scour coastal finishes sugary sweet
53796,72895,France,Champagne,Comtes de Dampierre,Chardonnay,91,general patton stayed dampierre estate march towards germany world chardonnay made honor full bodied tight structure tense citrus mineral texture makes strong statement probably like namesake
247281,16380,US,California,Barbieri,Syrah,92,full piquant aromas purple flowers asphalt pepper flowery bottling concentrated currant plum ride relatively light airy body grippy tannin laced
209431,228530,US,California,MacPhail,Pinot Noir,89,heavy body extracted single vineyard pinot boonville jammy cherries raspberries currants extensive adds layers caramelized meringue tasty obvious hold
50057,69156,Chile,Casablanca Valley,Kingston Family,Chardonnay,88,dusty oaky aromas papaya corn green banana precede full buttery palate matching buttery papaya creamy vanilla green banana brine popcorn protrude otherwise mild
40482,59581,US,California,Clos La Chance,Chardonnay,87,made popular style soft creaminess pineapple buttered popcorn vanilla attractive brightened crisp
158864,127963,Spain,Northern Spain,Abadia Retuerta,Red Blend,83,rívola spain standout value wines devolved version mulchy muddled heavy roasted pepper aromas palate grabby rubbery roasted raisiny work onto profile
219114,238213,US,California,Catacula,Sauvignon Blanc,84,candied simple candied pineapple lemon lime vanilla pleasant finishes sweet balanced crisp citrusy acids notable clean richly fruity
144049,113148,Chile,Casablanca Valley,Viña Casablanca,Merlot,87,dark colored merlot offers reduced berry chocolate herbal aromas mouth displaying rubbery dried berry based spice wood grain clove harmony depth
20282,270282,Chile,Casablanca Valley,Errazuriz,Sauvignon Blanc,87,opens welcoming kiwi green melon powdered sugar aromas backed melon mild green pepper overall positive body teeters toward full overboard solid mainstream potential
272984,42083,US,California,Treana,Red Blend,88,cabernet sauvignon syrah blend shows exuberantly friendly type paso robles excels filled sweet cherries currants structure acids balance alcohol high wears heat
98720,167819,France,Bordeaux,Vieux Château Chauvin,Bordeaux-style Red Blend,91,structured full opulent fruits sweet immediately attractive smooth juicy character obvious weight concentration ready
93547,162646,US,California,Leese-Fitch,Chardonnay,85,shows fresh crisp apple lemon cream aromas clean appley buttery accents medium bodied tends toward soft crisp side lively refreshing
50641,69740,US,Oregon,Purple Hands,Pinot Noir,90,value bottling producer bursts scents raspberry carries citrus tang lighter mocha caramel modest proportion generous ready immediate enjoyment
113711,182810,Chile,Curicó Valley,Aresti,Sauvignon Blanc,84,tropical aromas pineapple mango lychee palate plump highly regular green banana pithy orange citrus ponder perfectly drinkable chilled bringing table
80840,99939,US,California,Pepperwood Grove,Zinfandel,84,sound useful casual purposes everyday price velvety shows blackberries currants mocha leather anise pepper
235784,4883,Germany,Mosel,Thomas Halby,Riesling,87,fresh cantaloupe aromas shift savory pressed apple pear palate juicy easygoing riesling semidry style pleasantly slick sweet accented spice honey
269998,39097,France,Alsace,Domaine Gresser,Riesling,91,subdued earth precede freshness apple mirabelle touch residual sweetness boosts pear orange apple mirabelle plum lemon freshness brightens palate makes appetizing zingy refreshing
228358,247457,France,Burgundy,Pascal Bouchard,Chardonnay,86,full style packed juicy green fruits pears apple skins citrus edge fresh drinkable
12668,262668,New Zealand,Central Otago,Valli,Pinot Noir,91,intriguingly floral savory upfront delicate adds deep base cherries expand effortlessly across palate giving impression fullness without weight suppleness without soft finishes long great deal complexity
245256,14355,US,California,William Harrison,Bordeaux-style Red Blend,94,bordeaux blend based cabernet sauvignon quite shows classic rutherford character sour cherry violets anise sandalwood framed firm dusty lovely bottle better
269394,38493,Italy,Central Italy,Cantina dei Colli Amerini,Merlot,85,offers aromas plum raisin mocha toasted palate opens blackberry plum finishes abruptly closing astringent
238670,7769,US,California,Toccata,Red Blend,91,blend sangiovese merlot cabernet sauvignon cabernet franc petit verdot freisa approachable food friendly showing baked cherry star anise pine resin palate dries plum flashes strawberry shaved clove spices layered softly textured
241927,11026,France,Southwest France,Domaine D'en Ségur,Red Blend,87,deliciously spicy light touch white pepper berry fruits broad brush rounded tannic structure certainly drunk
86407,155506,US,California,Parkers Estate,Pinot Noir,87,price pinot quality silky mouth classic pinot cherries spices cola enriched smoky
272982,42081,Germany,Mosel,St. Christopher,Riesling,88,green herbs leaves freshness intense white floral perfume energetically feminine spätlese lush stone intensified whispers bergamot lemon finishes shade
59641,78740,France,Bordeaux,Château Bellevue de Tayac,Bordeaux-style Red Blend,92,small acre estate situated northern margaux appellation high percentage merlot richly fruity generous brilliant blackberry amount structure allow
9580,259580,US,California,Irony,Pinot Noir,85,crisp elegantly structured pinot noir price modest cherries tobacco spices unripe green tomato white pepper
204720,223819,US,California,Kokomo,Pinot Noir,93,almost indistinguishable premier beaune burgundy pinot alcohol light body silky mouth shows firm minerality cherry tart spice polished subtle
172576,141675,US,California,Schug,Chardonnay,87,chardonnay aged french barrels really dominates bearing aromas buttered toast butterscotch underneath veneer tart fine pineapples oranges pears plus beautiful clean minerally
41180,60279,Italy,Tuscany,Poggio Argentiera,Red Blend,90,exotic spice herbal cherry cola characterize blend alicante syrah delivers measured intensity boast deep freshness thanks menthol
271937,41036,Portugal,Lisboa,Quinta do Monte d'Oiro,Syrah,89,perfumed wood flavored clear structured firm layered fruits touches perfumed violets allied solid structure fills glass aromas final lift enjoyed
108679,177778,US,California,Sobon Estate,Zinfandel,92,thoroughly enjoyable zinfandel shows variety lusty character special grace finesse bone richly tannic complex blackberries blueberries currants earthier tobacco leather unsweetened dark chocolate fine
62645,81744,France,Bordeaux,Château Grand Bourgeau,Sauvignon Blanc,85,offers touches tropical fruits crisper edge citrus herbal lightly textured tangy fresh sauvignon blanc
158451,127550,US,Washington,Northstar,Red Blend,91,stella maris priced northstar wines stand kind quality bursting tangy berries lively feels sculpted refreshing deep lingering lick mocha finishing licorice pleasure
107261,176360,US,Virginia,Linden,Chardonnay,90,winemaker fashioned finessed chardonnay offers impressive purity minerality bearing burgundian like qualities pear green apple kiwi white currant offset lemon lime edge layered streaks blonde caramel toasted hazelnut richness palate clean linear vibrant modicum clove vein liquid stone remains fresh lifted
170499,139598,US,Oregon,Willamette Valley Vineyards,Pinot Noir,91,planted original willamette valley vineyards estate vineyard remains stiff wrapped tight wild strawberry raspberry cherry light dusting baking spices result aging months quarter french
107384,176483,Italy,Tuscany,Tenuta San Vito,Merlot,84,tuscan merlot shows unripe aromas green herb olive backed sharp feel offer bright close
172467,141566,US,Washington,J. Bookwalter,Red Blend,92,made cabernet sauvignon syrah offers dark coffee bittersweet chocolate barrel spices cherry supple feel dense reserved showing elegance restraint coffee sense balance best front
15570,265570,US,California,Clautiere,Bordeaux-style Red Blend,84,structure blasts palate blackberries cherries chocolate currant vanilla pastry functionally sweet soft emphasizing glyceriney sweetness
146435,115534,France,Bordeaux,Château la Bessane,Bordeaux-style Red Blend,88,intriguing dominated normally rare petit verdot made team château paloumey shows impressive color berry juicy character solid exuberant overrides everything else
267689,36788,US,California,Lola,Pinot Noir,85,drinking pinot noir offers layers softened cola pomegranates licorice pepper wrapped supple ready everything tuna tartare roasted salmon grilled burgers
94378,163477,Argentina,Mendoza Province,Pulenta Estate,Pinot Noir,85,leafy smoky smelling lean cherry raspberry aromas backdrop tight linear strawberry raspberry pick speed overall juicy jumpy legit nervy benefit bottle aging cases produced
167250,136349,US,California,Grgich Hills,Sauvignon Blanc,92,beautifully rewarding expression tropical creamy texture estate white spends nine months large french casks selected best supporting keeps refreshing waves lime grapefruit
219376,238475,US,California,Lynmar,Pinot Noir,93,beautiful soft likeable pinot noir considerable complexity shows waves cherries currants cola mocha bacon licorice sandalwood swirl dusty spices silky pinot drinking hold
38910,58009,France,Bordeaux,Château Landat,Bordeaux-style Red Blend,90,group chateaus north saint estèphe owned fabre family already smooth fruity plums currants shine supported core sure soften
262132,31231,US,California,En Garde,Pinot Noir,90,extended french barrels heartier feel might otherwise swirls oaky caramel toast prominent initial palate richness color stands velvety complete experience letting open helps temper size revealing measured level refinement
184139,203238,South Africa,Franschhoek,Haute Cabrière,Pinot Noir,85,bright strawberry raspberry backed suggestions carnation talcum powder palate light vibrant pinot noir fleeting watermelon rind comes goes short
9761,259761,France,Burgundy,William Fèvre,Chardonnay,91,steep vineyard produces particularly style chablis excellent exposure exemplifies warm rounded superrich yellow fruits almost tropical underlying structure derived green plum skin
82050,151149,US,California,Arger-Martucci,Cabernet Sauvignon,87,shade leaner tannic akin taut marked drying astringency accompanying blackberry mineral now–
124612,193711,US,California,Talley,Chardonnay,87,richer really example edna valley terroir brilliant giving uplifted bright mouthfeel kiwi tangerine smoky delicious
69615,88714,US,Oregon,RoxyAnn,Merlot,87,starts distinctly herbal opens currant pencil lead emerge plump supported firm structure fine grained
157819,126918,US,New York,Inspire Moore,Riesling,87,dusting pollen dusty minerals lends savoriness fresh citrusy riesling style cutting spry balancing primary tangerine lemon lingering earthiness
94873,163972,US,New York,Silver Thread,Chardonnay,86,wisp smoke lends nuance aromas apple white peach refreshingly citric chardonnay palate builds bulk body concentrated savory apples layered smoke earth
219544,238643,US,California,Periscope,Syrah,80,simple sweet sour success
186522,205621,US,California,Hourglass,Merlot,89,tastes softly decadent chocolate surprise learn alcohol merlot hefty volume almost port like clean long aging foods—mexican mole beef lamb comes kind—this marriage
14398,264398,US,California,Vineyard 7&8,Cabernet Sauvignon,93,chocolate blackberry infused tannic young sure tight almost rude immaturity astringency makes palate pucker deep dense packed intensity around cellar
199671,218770,US,California,Cycles Gladiator,Syrah,83,tannic full bodied somewhat underripe tobacco pepper herb behind blackberries like minor zinfandel syrah toughness grittiness softening meats cheeses balance
51575,70674,US,California,MacLaren,Sauvignon Blanc,90,winemaker steve specialist cool climate syrah offers barrel fermented barrel aged sauv blanc named completely herbal savory complex deliciously sippable
107934,177033,Germany,Mosel,Von Hövel,Riesling,90,terrific value hövel basic riesling offers consumers chance taste mineral nature saar terroir slate almost smoky intensity vibrant laser etched precision apple lime delivered aboard creamy textured palate balanced crisp acids
24442,274442,US,California,Robert Young,Chardonnay,86,disturbing taste dominated sweet vanilla toasty char especially underlying seems buried wood crisp pineappley minerally chardonnay considerable sophistication
248292,17391,Chile,Curicó Valley,Echeverria,Cabernet Sauvignon,85,scratchy raspberry aromas depth complexity drawing clampy tannic palate tart plum berry lightly salty herbal accent
219799,238898,US,California,Alpha Omega,Cabernet Sauvignon,97,awesome cabernet esteemed vineyard oakville defines modern napa style perfectly currant blackberry ultra refined hard exaggerate depth length sheer opulence aged french adds richer wood smoke sweet vanilla evolve slowly cases produced
278035,47134,US,California,Acorn,Syrah,91,field blend interplanted viognier accounts dense thick expression burly variety exudes velvety blueberry blackberry around almost impenetrable leathery roughness sorted cellar coax finer mocha meat
128755,197854,Chile,Aconcagua Valley,Casa Verdi,Cabernet Sauvignon,86,overly fruity instead olive tomato herbs opposed bulky berry cherry seems snappy tight mouth reigns largely balance highly respectable complex
180429,149528,US,Oregon,Amalie Robert,Pinot Noir,88,light elegant scent smoke winding cherry pleasant appeal prefer pinots delicacy nuance
11234,261234,Spain,Northern Spain,Cellar Marti Fabra Carreras,Red Blend,88,darker touch stewy winery less pricey vines effort airing loosens throughout stewy extracted blackberry coffee cake equally side swirling toffee coffee afternotes heft chunkiness
248307,17406,US,California,Rombauer,Cabernet Sauvignon,84,small percentage petit verdot added grapes sourced throughout napa valley cedar mint chocolate cassis foreward palate slightly thin though oaky
134530,103629,France,Bordeaux,Château Maison Noble,Bordeaux-style Red Blend,87,wood dominated full caramel mint discreet hinting blackberry richness potential achieve balance months
215004,234103,US,California,Talisman,Pinot Noir,88,vineyard cool area sprawling appellation southwest sebastopol heat vintage shows relative softness ripeness cherries raspberries dates almost quite cooked bringing mind newton cookie scores high deliciousness scale cellar
243700,12799,US,Colorado,Sutcliffe,Chardonnay,88,aromas butterscotch vanilla vein melon lemon adding levity weighty palate follows suit clean citrus brings brightness shines
242369,11468,France,Burgundy,Domaine Charly Nicolle,Chardonnay,87,light fruity creamed apple williams pear crisp tangy shot lemon zest ready
22672,272672,US,Washington,J. Bookwalter,Cabernet Sauvignon,94,first tight unyielding sends wafts scent—cinnamon spice—before slowly broadening classic bordeaux lead pencil cedar graphite lean mean shows grip polish skillful winemaking married superb classic cherry cassis lean muscularity distinguishes best washington cabs
251660,20759,US,California,Deaver,Zinfandel,83,high alcohol mountain seems already lost dominated raisiny overripeness skirts dangerously syrup land
229747,248846,US,California,Esser,Cabernet Sauvignon,82,heavy soft like melted mocha raspberry sundae lacks structure makes taste sweet
7368,257368,New Zealand,Gisborne,Millton,Chardonnay,86,restrained style gisborne chardonnay apple citrus playing dominant roles unadorned clean crisp mouthwatering character serves food
210146,229245,US,California,Macauley,Cabernet Sauvignon,93,fine lurking inside bottle everything disjointed sandwiched huge intense blackberry blueberry cassis liqueur nowhere near ready reason dramatic young together improve cellar check really something
22892,272892,US,California,St. Francis,Zinfandel,93,clearly stands competition exquisite harmony completely totally developed spicy blackberry dark chocolate wonderfully sweet balanced notice percent alcohol california world class
149278,118377,US,California,Mirassou,Riesling,84,sugary touch apricots oranges peaches petrol riesling famous
65683,84782,Argentina,Mendoza Province,Cruz Alta,Red Blend,90,waves berry aromas matched based vanilla violet comprise malbec blend smacks hard mouth tannic bite wild berry cherry hard spices juicy lively
218685,237784,US,California,Williams Selyem,Chardonnay,95,bold exuberantly classic williams selyem chard underlying pineapples peaches pears exotic tropical fruits adds elaborate layers buttered toast caramel nougat vanilla high help
68530,87629,US,Washington,Alleromb,Chardonnay,90,aromas bring cream padded butter summer squash palate creamy made full bodied style brings plenty appeal
15537,265537,US,California,Hobo,Zinfandel,87,savory brimming freshly picked wild blue berries cola sweet leather mocha tobacco fully tannic ready
241306,10405,France,Alsace,Domaine Zinck,Riesling,91,really fragrant white hedgerow flowers introduce full body touch sweetness pear quince texture fine edge minerality another
66229,85328,France,Southwest France,Château Tour des Gendres,Cabernet Sauvignon,94,labeled parcel release tour gendres made using sourced single parcel concentrated juicy plum wood influence present dominant least
129611,198710,US,New York,Harbes Family Vineyard,Chardonnay,86,sweeter smelling usual chard peach preserves lychee pear pink florals unfolding bouquet mouth offers driven balance cedar plank spiced pears filling cream textured mouth seals deal lingering toasty
154589,123688,US,California,Cobden Wini,Pinot Noir,90,plush lush warmly seasoned asian spice offers length balance delicate layering cherry cola
113339,182438,US,California,Charles Creek,Red Blend,85,imaginative blend syrah grenache cabernet sauvignon varieties fairly average soft direct cherry spice cedar
230175,249274,France,Bordeaux,Château Lamothe-Vincent,Merlot,84,certainly soft befits pure merlot smoky cranberry juice coolness heightened product vintage
236912,6011,US,California,Quivira,Zinfandel,90,impressive succulent delicious berry dipped smoky leather supple firm tannin adds structure strength length spice tobacco plays palatable games
82267,151366,Australia,South Australia,Peter Lehmann,Red Blend,86,clancy reliable barossa blend shiraz cabernet sauvignon merlot supple bright cherry framed tart acids firm couple
245772,14871,Germany,Mosel,Karl Josef,Riesling,89,effortlessly quaffable intensely floral riesling polished mineral tone throughout plush honeydew yellow cherry delicately sweet offset revitalizing lime
175853,144952,US,California,Newton,Cabernet Sauvignon,93,beautiful cabernet smoothly tannic impressive volume shows complex range blackberries currants minerals long spicy elegant powerful develop bottle decade
224639,243738,US,California,Norman,Cabernet Sauvignon,85,shows soft lusciousness paso ultraripe pushes blackberries cherries baked filling territory fairly tannic grilled sirloin handle
187980,207079,France,Bordeaux,Château Pavie Macquin,Bordeaux-style Red Blend,94,barrel sample full bodied marked smoky character spiciness full throttle blackberry fruits palate complement serious structure obviously long term
193975,213074,France,Burgundy,Olivier Leflaive,Chardonnay,90,smooth round bright tempered toast sweet apricot structured core finishes
52373,71472,US,California,Calera,Pinot Noir,89,villiers calera newest vineyards whether warmer site simply comprised showier clones forward raspberry cherry sweet caramelized long sweet alcohol volume
186004,205103,New Zealand,Waipara,Mud House,Riesling,86,broad bulky riesling weighty honey stone pleasant whiff mossy stones petrol bitterness
109651,178750,US,California,Brutocao,Red Blend,85,comprised zinfandel barbera primitivo brutocao gone different direction coro counterparts mixes barbera presumably freshness bigger boned personalities primitivo dulled toffee grippy grizzled leather
3972,253972,US,Washington,L'Ecole No. 41,Cabernet Sauvignon,90,real walla walla smorgasbord mixing grapes hills pepper bridge piano loess yellow jacket vineyards representing three quite different types soil walla walla valley includes franc shows immediately floral elements providing underlying minerality dense tarry fruits wonderful rock based frame excellent definition scents violet blossom sweet berry thick smoky chewy tannic shows heft power
6069,256069,Greece,Crete,Boutari,Red Blend,84,soft smacks cherry spice like smooth firm light touch overall spicy spin pair lighter poultry dishes
47193,66292,France,Bordeaux,Château Tour de Guiet,Bordeaux-style Red Blend,87,smoky attractive balance warm fruits layer supportive light fruity ready
222838,241937,Chile,Colchagua Valley,Viu Manent,Cabernet Sauvignon,86,round chewy full bodied cherry mint fresh herbs bouquet fairly saturated sweet sappy shading licorice bitter chocolate complex quite pleasant
213032,232131,Chile,Maule Valley,Simone,Chardonnay,85,buttercup aromas sense edge probably soft melony pineapple mango fruity last longer
129147,198246,US,California,Folie à Deux,Zinfandel,90,full textured mixes cherries herbs clean complex vines almost yield briary wild berry quality balanced complex unfolds lingering layers long satisfying
148081,117180,Italy,Veneto,Cantina di Monteforte,Red Blend,88,hearty opens aromas scorched earth menthol asian spice game whiff stalky underbrush solid earthy palate offers dried cherry marinated spirits raisin ground pepper cured meat accompanied bracing rustic appealing
21124,271124,US,California,Two Angels,Sauvignon Blanc,84,strong infamous feline aromas tastes okay crisp citrus lemongrass decant serving
206681,225780,Italy,Central Italy,Fongoli,Red Blend,88,rustic element recalls smoked bacon cured beef loads like blackberry maraschino cherry plump delivers intensity staying power pair succulent cuts beef
238755,7854,US,California,B Cellars,Pinot Noir,94,made kirk venge dutton ranch vineyard site immediately offers like earthy sassafras compelling layers crisp raspberry cherry soft layers oaky density accented rose requiring open ideal cellaring finishes flair cedar vanilla lasting long palate
29363,279363,France,Bordeaux,Château La Fleur Peyrabon,Bordeaux-style Red Blend,91,small proportion patrick bernard haut médoc estate peyrabon pauillac uses cuvée suitably powered dark pauillac laced wood currant fruits powerful dense considerable aging potential
70064,89163,New Zealand,Central Otago,Chard Farm,Pinot Noir,89,cherry aromas sweet obvious across almost candied thankfully balanced subtle spice leather shadings clear juice silky bolster impression buffering extending
274107,43206,US,California,Clos Pegase,Cabernet Sauvignon,92,clos pegase basic least expensive cabernet shows effort proprietor shrem winery vineyards quite gorgeous framing currant cassis chocolate licorice best word luscious
175279,144378,US,Washington,Barrister,Red Blend,88,concentrated burst raspberry liqueur comes side order prune plenty smoky charcoal mouth filling tannic cabernet based blend built near term enjoyment
169552,138651,France,Loire Valley,Domaine Jean-Paul Picard,Sauvignon Blanc,86,crisp young attractive citrus fruits richness apple tangy tangerine balanced fresh ready
167251,136350,US,Oregon,Bryn Mawr Vineyards,Pinot Noir,92,svelte focused appealing block selection slightly roasted aspect plum cherry sweet spicy coating around finishing fermented native yeast aged months quarter french
277496,46595,US,California,Flora Springs,Bordeaux-style Red Blend,92,lovely soft charming simple complex layers cherries blackberries cassis cedar shows fine structure smooth supporting now– fresh forward
129586,198685,Chile,Maipo Valley,Tarapaca,Cabernet Sauvignon,84,overall rubber tree bark shows medium depth intensity throughout cherry apple skin palate fairly tannic hard candied sweetness offset things fine burgers barbecue imported paterno wines international
41585,60684,Israel,Galilee,1848 Winery,Red Blend,89,tight blackberry mint smooths blackberry pencil lead light dose mint balance lingering palate soft
243442,12541,Argentina,Mendoza Province,Terrazas de Los Andes,Chardonnay,88,oaky resiny overly pear apple aromas streak saline palate offers resin pulp spice white pepper peach apple fresh oaky aftertaste
247484,16583,US,Washington,Hightower,Bordeaux-style Red Blend,92,three grape bordeaux style blend three fifths cabernet sauvignon fifth merlot petit verdot tremendous appeal featuring lush fruit—both berry plum—with generous barrel mocha espresso gains mass breadth breathes
144282,113381,US,California,LangeTwins,Merlot,82,merlot muted aromatically palate gigantic tannins—big bold sure
150339,119438,Germany,Mosel,Fritz Haag,Riesling,91,earthy smoky mineral tones extend accentuating fresh apple tangerine lemon sharp racy mouthfeel softened honey long salt citrus
61913,81012,US,California,V. Sattui,Bordeaux-style Red Blend,91,winery pulled stops cabernet based bordeaux blend tannic sharp shows massively extracted currant deep long might roll dice
29562,279562,New Zealand,Central Otago,Mt. Difficulty,Sauvignon Blanc,88,despite fact otago known sauvignon blanc country winemaker matt dicey bottled lean racy sauvignon herbaceous vegetal melon like provides flesh lime like keeps fresh lively
47188,66287,US,Washington,Cave B,Bordeaux-style Red Blend,87,third cabernet sauvignon merlot rest equal parts cabernet franc merlot offers aromas savory herbs cherries vanilla smoke dill cherry sweet tastes mesquite taking lead
270861,39960,US,New York,Laurel Lake,Chardonnay,80,vanilla butterscotch harsher derived compounds dominate modest citrus might turned juice wood lovers
213900,232999,US,California,Napa Family Vineyards,Cabernet Sauvignon,88,smooth appealing blackberries cherries currants cedar fine spicy shows amazing style elegance price real sommelier bargain cases produced
171824,140923,US,Oregon,Henry Estate,Pinot Noir,84,somewhat disjointed watery effort berry road cola
104982,174081,France,Bordeaux,Château Franc-Cardinal,Bordeaux-style Red Blend,86,soft fruits firm core pierced touched strawberry keeping vintage light surging
127028,196127,US,Oregon,Lemelson,Pinot Noir,93,biodynamically farmed vineyard great detailed full range floral aromas candied fruits cinnamon plenty balancing touch lemelson really nails
85676,154775,US,New York,Bloomer Creek,Riesling,89,intoxicating super sized floral aromatics slightly riesling bloomer creek proof positive finger lakes vintage surprisingly complex palate reveals layers leaves potpourri crushed stones bracing orange tinged
234988,4087,US,California,B.R. Cohn,Cabernet Sauvignon,86,mint tarragon fore aromatically vineyard designate soft approachable juicy plum berry chocolate fuller style table grilled roasted fare finishing kick pepper
230249,249348,US,California,Pavillion Crossing,Chardonnay,82,made appeal popular style chardonnay sugary sweet pineapple buttered popcorn
